Provenance;Terms involved;Ontology;Result
ISO/IEC 30141:2017;'["Service","exposes","Link"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Network","connects","Link"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Thing","thingName","string"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Thing","thingName","string"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["DataStore","holds","IoTSystem"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Device","areConnectedWith","Gateway"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Device","interactsThrough","Network"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["HumanUser","Person","VirtualUser","Agent"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Actuator","Device","Sensor"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["VirtualThing","represents","PhysicalThing"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["PhysicalThing","hasTag","Tag"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["PhysicalThing","actsOnFeatureProperty","FeatureProperty"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["PhysicalThing","Thing"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Application","interactsUsing","Network"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Application","Service"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["HumanUser","interactsUsing","Application"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["DigitalUser","interactsUsing","Service"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Application","Service"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["HumanUser","interactsUsing","Application"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Device","uses","DataStore","Gateway","Service"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["PhysicalThing","Thing","VirtualThing"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Sensor","monitors","Tag","PhysicalThing","hasTag"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["VirtualThing","isAccessibleThrough","Link"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Service","uses","DataStore"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Service","interactsWith"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Service","interactsWith","Device"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Service","interactsWith","Gateway"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Service","interactsWith","Network"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Device","isAccessibleThrough","Link"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Device","interactsWith","Network"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Gateway","uses","DataStore"]';ISO/IEC 30141:2017;passed
ISO/IEC 30141:2017;'["Gateway","connects","Device"]';ISO/IEC 30141:2017;passed
