Provenance;Terms involved;Ontology;Requirement description;Result
Open Connectivity Foundation (OCF);'["hasRole","Property"]';ISO/IEC 30141:2017;hasRole exists in the owlOntology;undefined
Open Connectivity Foundation (OCF);'["hasManufacturer","Property"]';ISO/IEC 30141:2017;hasManufacturer exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Agent"];ISO/IEC 30141:2017;Agent exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Device"];ISO/IEC 30141:2017;Device exists in the owlOntology;passed
ISO/IEC 30141:2017;["PhysicalThing"];ISO/IEC 30141:2017;PhysicalThing exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Service"];ISO/IEC 30141:2017;Service exists in the owlOntology;undefined
ISO/IEC 30141:2017;["DigitalThing"];ISO/IEC 30141:2017;DigitalThing exists in the owlOntology;undefined
ISO/IEC 30141:2017;["FeatureProperty"];ISO/IEC 30141:2017;FeatureProperty exists in the owlOntology;undefined
ISO/IEC 30141:2017;["IoTSystem"];ISO/IEC 30141:2017;IoTSystem exists in the owlOntology;undefined
ISO/IEC 30141:2017;["VirtualThing"];ISO/IEC 30141:2017;VirtualThing exists in the owlOntology;undefined
ISO/IEC 30141:2017;["HumanUser"];ISO/IEC 30141:2017;HumanUser exists in the owlOntology;undefined
ISO/IEC 30141:2017;["DigitalUser"];ISO/IEC 30141:2017;DigitalUser exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Gateway"];ISO/IEC 30141:2017;Gateway exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Network"];ISO/IEC 30141:2017;Network exists in the owlOntology;undefined
ISO/IEC 30141:2017;["DataStore"];ISO/IEC 30141:2017;DataStore exists in the owlOntology;undefined
ISO/IEC 30141:2017;["VirtualUser"];ISO/IEC 30141:2017;VirtualUser exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Tag"];ISO/IEC 30141:2017;Tag exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Application"];ISO/IEC 30141:2017;Application exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Person"];ISO/IEC 30141:2017;Person exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Thing"];ISO/IEC 30141:2017;Thing exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Link"];ISO/IEC 30141:2017;Link exists in the owlOntology;undefined
ISO/IEC 30141:2017;["Actuator"];ISO/IEC 30141:2017;Actuator exists in the owlOntology;passed
ISO/IEC 30141:2017;["Sensor"];ISO/IEC 30141:2017;Sensor exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["hasTag","Property"]';ISO/IEC 30141:2017;hasTag exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["thingName","Property"]';ISO/IEC 30141:2017;thingName exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["actsOnFeatureProperty","Property"]';ISO/IEC 30141:2017;actsOnFeatureProperty exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["interactsUsing","Property"]';ISO/IEC 30141:2017;interactsUsing exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["represents","Property"]';ISO/IEC 30141:2017;represents exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["areConnectedWith","Property"]';ISO/IEC 30141:2017;areConnectedWith exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["interactsWith","Property"]';ISO/IEC 30141:2017;interactsWith exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["isAccessibleThrough","Property"]';ISO/IEC 30141:2017;isAccessibleThrough exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["connects","Property"]';ISO/IEC 30141:2017;connects exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["exposes","Property"]';ISO/IEC 30141:2017;exposes exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["interactsThrough","Property"]';ISO/IEC 30141:2017;interactsThrough exists in the owlOntology;passed
ISO/IEC 30141:2017;'["holds","Property"]';ISO/IEC 30141:2017;holds exists in the owlOntology;passed
ISO/IEC 30141:2017;'["uses","Property"]';ISO/IEC 30141:2017;uses exists in the owlOntology;undefined
ISO/IEC 30141:2017;'["monitors","Property"]';ISO/IEC 30141:2017;monitors exists in the owlOntology;undefined
